,city,city_ascii,state_id,state_name,county_fips,county_name,lat,lng,population,density,source,military,incorporated,timezone,ranking,zips,id
21069,Stotonic Village,Stotonic Village,AZ,Arizona,4021,Pinal,33.1528,-111.8167,342,26.0,polygon,False,True,America/Phoenix,3,85248 85147,1840042796
21118,Pisinemo,Pisinemo,AZ,Arizona,4019,Pima,32.0349,-112.3192,339,57.0,polygon,False,False,America/Phoenix,3,85634,1840019483
21322,Top-of-the-World,Top-of-the-World,AZ,Arizona,4021,Pinal,33.3477,-110.9997,325,20.0,polygon,False,False,America/Phoenix,3,85539 85501,1840027983
21335,Chuichu,Chuichu,AZ,Arizona,4021,Pinal,32.7403,-111.7821,324,18.0,polygon,False,False,America/Phoenix,3,85193,1840018028
21371,Poston,Poston,AZ,Arizona,4012,La Paz,33.9921,-114.4046,322,91.0,polygon,False,False,America/Phoenix,3,85371,1840019268
21372,Pinedale,Pinedale,AZ,Arizona,4017,Navajo,34.3208,-110.2599,322,12.0,polygon,False,False,America/Phoenix,3,85934,1840022582
21428,Cane Beds,Cane Beds,AZ,Arizona,4015,Mohave,36.9342,-112.9118,319,14.0,polygon,False,False,America/Phoenix,3,86022,1840023173
21484,Wenden,Wenden,AZ,Arizona,4012,La Paz,33.8324,-113.5433,315,8.0,polygon,False,False,America/Phoenix,3,85357,1840019270
21499,Kino Springs,Kino Springs,AZ,Arizona,4023,Santa Cruz,31.3642,-110.8096,314,469.0,polygon,False,False,America/Phoenix,3,85621,1840023120
21520,Cornfields,Cornfields,AZ,Arizona,4001,Apache,35.6515,-109.6756,313,312.0,polygon,False,False,America/Denver,3,86505,1840022619
21560,Wellton Hills,Wellton Hills,AZ,Arizona,4027,Yuma,32.6232,-114.1453,310,187.0,polygon,False,True,America/Phoenix,3,85356,1840075560
21783,South Komelik,South Komelik,AZ,Arizona,4019,Pima,31.7144,-111.7744,298,29.0,polygon,False,False,America/Phoenix,3,85634,1840023077
21867,Cibola,Cibola,AZ,Arizona,4012,La Paz,33.3733,-114.6792,293,5.0,polygon,False,False,America/Phoenix,3,85334 85328,1840017956
22013,Lazy Y U,Lazy Y U,AZ,Arizona,4015,Mohave,35.1369,-113.9684,285,7.0,polygon,False,True,America/Phoenix,3,86401,1840075406
22032,Indian Wells,Indian Wells,AZ,Arizona,4017,Navajo,35.4089,-110.1061,284,10.0,polygon,False,False,America/Denver,3,86031,1840022577
22047,Clacks Canyon,Clacks Canyon,AZ,Arizona,4015,Mohave,35.2203,-114.0723,283,32.0,polygon,False,True,America/Phoenix,3,86413 86409 86402,1840075276
22283,Goodyear Village,Goodyear Village,AZ,Arizona,4021,Pinal,33.1973,-111.8724,270,31.0,polygon,False,True,America/Phoenix,3,85248 85121,1840042768
22364,San Miguel,San Miguel,AZ,Arizona,4019,Pima,31.6295,-111.7801,266,18.0,polygon,False,False,America/Phoenix,3,85634,1840023076
22397,Tonalea,Tonalea,AZ,Arizona,4005,Coconino,36.3218,-110.9667,264,10.0,polygon,False,False,America/Denver,3,86044,1840018971
22513,Jeddito,Jeddito,AZ,Arizona,4017,Navajo,35.7697,-110.1305,258,18.0,polygon,False,False,America/Denver,3,86034,1840017657
22614,Del Muerto,Del Muerto,AZ,Arizona,4001,Apache,36.187,-109.4348,253,98.0,polygon,False,False,America/Denver,3,86503,1840027931
22652,Beaver Valley,Beaver Valley,AZ,Arizona,4007,Gila,34.3409,-111.2987,251,64.0,polygon,False,True,America/Phoenix,3,85541,1840075250
22905,Tonto Village,Tonto Village,AZ,Arizona,4007,Gila,34.3198,-111.1394,239,276.0,polygon,False,False,America/Phoenix,3,85541,1840022868
22933,Topawa,Topawa,AZ,Arizona,4019,Pima,31.8078,-111.8305,237,17.0,polygon,False,False,America/Phoenix,3,85634 85639,1840023079
22982,Klagetoh,Klagetoh,AZ,Arizona,4001,Apache,35.5011,-109.5283,234,269.0,polygon,False,False,America/Denver,3,86502 86505,1840022622
23045,Palominas,Palominas,AZ,Arizona,4003,Cochise,31.3838,-110.1212,231,45.0,polygon,False,False,America/Phoenix,3,85615,1840023090
23271,White Hills,White Hills,AZ,Arizona,4015,Mohave,35.7242,-114.4004,221,1.0,polygon,False,False,America/Phoenix,3,86445 86441,1840023188
